Sentence,POS_Tags,TF_IDF,Sentiment_Score,Custom_Embeddings,Sentence_Length
"You know, anything could happen in half an hour from now.","[('You', 'PRP'), ('know,', 'NNS'), ('anything', 'NN'), ('could', 'MD'), ('happen', 'VB'), ('in', 'IN'), ('half', 'NN'), ('an', 'DT'), ('hour', 'NN'), ('from', 'IN'), ('now.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[-0.00612204  0.01232233  0.00263212  0.00226087  0.01081882 -0.028494
  0.00651147  0.03066285 -0.01038242 -0.01229352 -0.00474126 -0.01984213
 -0.00467371  0.00658562  0.00945378 -0.00824266  0.00210322 -0.01046672
 -0.00161249 -0.02782331  0.00393819  0.01030355  0.01021404 -0.00880775
 -0.00311421  0.00162151 -0.00991935 -0.00303699 -0.01685135  0.00395346
  0.01959167  0.00121691  0.00012689 -0.01432824 -0.00781181  0.01386861
  0.00977188 -0.00825575 -0.00897916 -0.01752463  0.00282522 -0.00920388
 -0.00851719 -0.00230022  0.01979145 -0.00327417 -0.01129094 -0.0031275
  0.00962388  0.00777623  0.00655079 -0.00966627  0.00142186 -0.00237429
 -0.01318359  0.00734211  0.00184219 -0.00101177 -0.0125217   0.00871231
  0.00449832  0.00131045  0.00754755 -0.00675584 -0.01511815  0.01170418
  0.01095891  0.01409317 -0.02279087  0.01825073 -0.01089934  0.00967717
  0.0140906   0.00187231  0.01784158  0.01151989 -0.00292091  0.00392101
 -0.01220908 -0.00246174 -0.00809231  0.00202376 -0.01565811  0.02194312
 -0.00421986 -0.00054457  0.00712306  0.0107715   0.01342036  0.00323179
  0.0208132   0.00956773  0.00442793  0.00336781  0.02463744  0.00772149
  0.013404   -0.01212512 -0.0021353  -0.00405222]",11
We could have a challenge on and she can't even stand up.,"[('We', 'PRP'), ('could', 'MD'), ('have', 'VB'), ('a', 'DT'), ('challenge', 'NN'), ('on', 'IN'), ('and', 'CC'), ('she', 'PRP'), (""can't"", 'MD'), ('even', 'RB'), ('stand', 'NN'), ('up.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.0772,"[-0.01091496  0.02173161  0.00772131 -0.0009116   0.01417901 -0.03834301
  0.01451598  0.04627469 -0.01615478 -0.01653229 -0.00429068 -0.03261405
 -0.00514834  0.00957317  0.00879179 -0.01463039  0.00756374 -0.01636392
 -0.00666246 -0.0393532   0.01446547  0.01496291  0.01098676 -0.00923794
 -0.00242737  0.0035737  -0.00934554 -0.00829651 -0.03139004  0.00399248
  0.02849839  0.00220153 -0.0003548  -0.02494697 -0.01162334  0.01931258
  0.01431914 -0.01479969 -0.01294355 -0.02829327  0.00770776 -0.01395608
 -0.01163524  0.00141384  0.02675465 -0.00478318 -0.01647103 -0.00566877
  0.01272786  0.0109416   0.01090373 -0.01461515  0.00087877 -0.00634151
 -0.0210342   0.00830666  0.00557622  0.00240458 -0.01764087  0.00834387
  0.00295113  0.00019488  0.00972304 -0.00775827 -0.02076288  0.01877137
  0.01159026  0.0203153  -0.03035315  0.02486142 -0.01827417  0.01480357
  0.02293134  0.00063011  0.0288003   0.00913759  0.00091608  0.00047681
 -0.01734205 -0.00330741 -0.01509733  0.0040895  -0.01661257  0.02690647
 -0.00863528 -0.0068379   0.01455917  0.0198542   0.01823175  0.00238533
  0.03156151  0.0120385   0.00768664  0.00252216  0.03560908  0.0125049
  0.01798864 -0.02106568 -0.00385914 -0.00283482]",12
And I know that I did make the wrong decision.,"[('And', 'CC'), ('I', 'PRP'), ('know', 'VB'), ('that', 'IN'), ('I', 'PRP'), ('did', 'VBD'), ('make', 'VB'), ('the', 'DT'), ('wrong', 'JJ'), ('decision.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],-0.4767,"[-0.01141282  0.02340686  0.0049849   0.00284071  0.01097857 -0.04411394
  0.01744185  0.05320879 -0.01949136 -0.0175209  -0.00719453 -0.03846072
 -0.00216145  0.01400427  0.00890177 -0.01784867  0.00952433 -0.01730443
 -0.00831186 -0.04892111  0.01631488  0.01747292  0.01553542 -0.01297122
  0.00090874  0.00346175 -0.01257391 -0.00497411 -0.03567108  0.00545504
  0.03571606  0.00131358  0.00056337 -0.02827893 -0.01449075  0.02348365
  0.01807559 -0.01497719 -0.01765206 -0.0316704   0.00515612 -0.01358781
 -0.01198946 -0.0021756   0.03077095 -0.00465482 -0.01971084 -0.00386672
  0.02020112  0.01611478  0.00843735 -0.01613455 -0.00229262 -0.008368
 -0.01910626  0.0105771   0.00465457  0.00283952 -0.02379387  0.01065038
  0.00745822  0.00033685  0.01109986 -0.00710248 -0.02552066  0.01991413
  0.01347482  0.0264203  -0.0329942   0.03034811 -0.01813769  0.01591303
  0.02570854 -0.00292626  0.03390208  0.01658955  0.00326866 -0.00218153
 -0.02145825 -0.00411939 -0.01646889  0.00366258 -0.02377617  0.03609842
 -0.00962652 -0.00703093  0.01405704  0.01848981  0.02168637  0.00669642
  0.03401576  0.0171177   0.00761403  0.00353488  0.04352845  0.02068794
  0.01796513 -0.02584552 -0.00443464 -0.00253237]",10
"It should have been Izzy that should have gone, oh, crap.","[('It', 'PRP'), ('should', 'MD'), ('have', 'VB'), ('been', 'VBN'), ('Izzy', 'NN'), ('that', 'IN'), ('should', 'MD'), ('have', 'VB'), ('gone,', 'VBN'), ('oh,', 'UH'), ('crap.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],-0.3818,"[-9.78083443e-03  1.49039961e-02  4.17924207e-03  1.86894578e-03
  6.48532389e-03 -2.83849835e-02  1.17589328e-02  3.49381678e-02
 -1.08460821e-02 -9.26073268e-03 -6.06127782e-03 -1.88104101e-02
  6.78261509e-04  5.90075227e-03  4.88893688e-03 -1.28655434e-02
  4.94598271e-03 -1.36497822e-02 -3.25429346e-03 -3.18984352e-02
  8.13808758e-03  8.60945787e-03  5.72160445e-03 -1.36962989e-02
 -1.10350503e-03  5.04296739e-03 -1.02237770e-02 -5.68444841e-03
 -2.21670214e-02  2.57341797e-03  2.52436083e-02  1.10608060e-03
  1.69873016e-03 -1.44989109e-02 -1.03969863e-02  1.45733962e-02
  9.37780086e-03 -1.27989119e-02 -1.01812966e-02 -2.16015205e-02
  3.03746387e-03 -1.25833182e-02 -6.19422039e-03 -1.22289651e-03
  1.90438330e-02 -2.66284798e-03 -1.44308032e-02 -7.31158955e-03
  8.88065901e-03  8.04189313e-03  6.38906937e-03 -8.57819989e-03
 -4.17156983e-03 -1.05285866e-03 -1.42209642e-02  6.51224563e-03
  1.17726391e-03  1.87446096e-03 -1.40455030e-02  4.46616672e-03
  4.40546544e-03 -4.10555193e-04  4.92320908e-03 -7.38581317e-03
 -1.42503735e-02  1.23890936e-02  8.11037328e-03  1.49067789e-02
 -2.31811032e-02  1.60461869e-02 -1.35948947e-02  1.36417411e-02
  1.73516646e-02  8.71825439e-04  1.88237336e-02  8.38245079e-03
  1.42533449e-03 -9.20307881e-04 -1.39881494e-02 -3.28701385e-03
 -9.44284536e-03  3.11456248e-03 -1.60347540e-02  2.03807186e-02
 -4.27502394e-03 -6.27043890e-04  9.87933576e-03  1.41792288e-02
  1.62073504e-02  4.15450102e-03  2.20153760e-02  8.49215314e-03
  5.47305727e-03  7.47041951e-04  2.14532614e-02  1.05424235e-02
  1.20808957e-02 -1.61197130e-02 -1.81984273e-03 -5.38095228e-05]",11
Challenge invite.,"[('Challenge', 'NN'), ('invite.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.2263,"[ 2.3077005e-03 -4.6508247e-03 -2.1735355e-03  8.2445913e-04
 -6.9708144e-03 -7.9349102e-03 -1.2829655e-03  3.6929930e-03
  6.1608842e-03 -2.6760877e-03 -2.9091483e-03 -1.9279581e-03
  1.2181802e-03  2.7788845e-03  4.0856963e-03  7.3308591e-03
  6.0875542e-03 -1.3840839e-03  3.1535418e-03 -4.3263026e-03
  5.8190650e-03 -7.4598072e-03  1.8202446e-03 -4.1285902e-04
 -2.8159460e-03  1.3008225e-03 -1.7382915e-03  2.3847560e-03
 -1.7202882e-03 -1.8691933e-03 -3.6815240e-03  7.8860624e-04
 -5.2027516e-03 -3.0550337e-03  6.4243665e-03  1.6595218e-03
  5.1123870e-04 -1.1388655e-03 -1.3293992e-03 -4.3564471e-03
 -5.0222659e-03  4.2404397e-04 -4.7255754e-03 -5.5451412e-05
  4.5298887e-03 -4.8311532e-04 -3.1896697e-03 -4.7384165e-03
 -1.2190905e-03  1.5907844e-03  2.5111155e-03  6.0791988e-04
 -2.4638702e-03  1.9178669e-03 -4.6872068e-05 -4.7285724e-03
  3.9812829e-04  3.7939288e-04  1.2439298e-03 -7.2778426e-03
  1.8531639e-03 -7.1309158e-05 -3.9542969e-03 -2.2593003e-03
 -4.2206119e-04  7.6198513e-03 -6.8258876e-03  5.0182724e-03
  5.3229152e-05 -3.5668514e-03 -1.7220958e-03  8.8403355e-03
 -1.0176661e-03  1.1695074e-03  4.6444149e-03 -3.4314748e-03
  7.4878056e-03 -7.4063323e-04  1.3902524e-03  1.9235190e-03
 -4.3582398e-04  1.5872350e-03 -5.3460309e-03 -1.2480053e-03
 -4.1277346e-04  4.9044797e-03  3.0273327e-03  2.3026688e-03
 -1.7964840e-04 -2.1555596e-03 -3.3434207e-04 -8.6737853e-03
  1.8873373e-03  3.5889773e-04  5.0353520e-03 -3.8069030e-03
 -7.3026940e-03  7.8739470e-04  3.5663061e-03  4.0811952e-05]",2
"As you've noticed by now, this game is full of surprises.","[('As', 'IN'), (""you've"", 'PRP'), ('noticed', 'VBN'), ('by', 'IN'), ('now,', 'RB'), ('this', 'DT'), ('game', 'NN'), ('is', 'VBZ'), ('full', 'JJ'), ('of', 'IN'), ('surprises.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],0.2263,"[-1.00604380e-02  1.48845231e-02  5.00760414e-03 -4.00565518e-03
  8.80912505e-03 -2.66840830e-02  1.09231882e-02  3.17400657e-02
 -1.12113683e-02 -1.00989249e-02 -6.88340794e-03 -2.12568566e-02
 -1.71519059e-03  3.80672980e-03  5.39081218e-03 -1.17522487e-02
  6.78914832e-04 -9.91409738e-03 -3.87283944e-04 -2.68951356e-02
  9.08134971e-03  1.04829306e-02  7.82675110e-03 -6.46923669e-03
 -1.73915748e-03  1.17101101e-03 -1.02703962e-02 -5.36763808e-03
 -2.05448475e-02  3.94039322e-03  2.21336707e-02 -1.64730917e-03
 -5.30992984e-04 -1.58753265e-02 -8.22414178e-03  1.43613629e-02
  5.26697608e-03 -7.62944110e-03 -8.35664291e-03 -2.27912180e-02
  6.65130513e-03 -1.20013803e-02 -9.11491737e-03  7.93228101e-04
  1.52776456e-02 -5.32005122e-03 -5.92476688e-03 -2.65867030e-03
  9.79627948e-03  5.94377052e-03  7.39986263e-03 -1.24754962e-02
  1.35674227e-05 -4.05547721e-03 -1.39966067e-02  8.08784738e-03
  4.43559000e-03  3.56992614e-03 -1.21849990e-02  4.47394745e-03
  1.64986576e-03 -4.88121033e-04  6.65604929e-03 -5.88742085e-03
 -1.38922147e-02  1.45528521e-02  8.11912771e-03  1.46571165e-02
 -2.09435150e-02  1.64180119e-02 -1.34195890e-02  1.14497868e-02
  1.62114073e-02  1.88004936e-03  1.68468896e-02  1.02668460e-02
  1.25146576e-03  7.03189406e-04 -1.14279715e-02 -4.47455235e-03
 -1.13028027e-02  2.93794367e-03 -1.11239702e-02  1.97483078e-02
 -4.92242118e-03 -6.18186779e-03  9.55928490e-03  1.37572428e-02
  1.22235660e-02  5.32048987e-03  2.15513874e-02  1.05280494e-02
  2.18929816e-03  1.31131662e-03  2.69739982e-02  1.26471519e-02
  1.28444098e-02 -1.26942452e-02 -3.15497536e-03 -2.17508772e-04]",11
And like a song or a hymn.,"[('And', 'CC'), ('like', 'IN'), ('a', 'DT'), ('song', 'NN'), ('or', 'CC'), ('a', 'DT'), ('hymn.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.3612,"[-0.01282595  0.02348492  0.01089631 -0.00179363  0.01075168 -0.04207895
  0.01310658  0.05023354 -0.01389886 -0.01875428 -0.00403455 -0.03278404
 -0.00487503  0.01119535  0.0145284  -0.01236873  0.00892273 -0.01870494
 -0.00336956 -0.04011596  0.01446068  0.01300159  0.01297046 -0.0082524
 -0.00912397  0.00627317 -0.01174582 -0.00419392 -0.03289555  0.00523767
  0.03377264  0.00065461 -0.0007652  -0.02554793 -0.01110207  0.02695092
  0.01651493 -0.01257769 -0.01910736 -0.02726935  0.00868531 -0.0121658
 -0.00815229  0.00079173  0.03088711 -0.00210241 -0.01435801 -0.00699081
  0.01401276  0.00988491  0.01489726 -0.01288913 -0.00585462 -0.00497704
 -0.02244881  0.01262456  0.00890198  0.00547434 -0.01823696  0.00451537
  0.0045577   0.00327543  0.01083301 -0.00467027 -0.02023729  0.01836478
  0.01364961  0.0222532  -0.02860241  0.0249362  -0.016671    0.01470053
  0.02374833  0.00375297  0.03493828  0.01254084 -0.00201844  0.00094444
 -0.01939897 -0.00309392 -0.01672345  0.00489625 -0.01872098  0.03191268
 -0.00711089 -0.00572066  0.01767073  0.02243149  0.01572686  0.00305568
  0.03056883  0.01354143  0.00494154  0.00303938  0.04069059  0.01805573
  0.02098568 -0.01911366 -0.00771676 -0.00234693]",7
Expect some reprises.,"[('Expect', 'VB'), ('some', 'DT'), ('reprises.', 'NNS')]",[0. 0. 0. ... 0. 0. 0.],0.0,"[ 2.8738447e-03  7.6657473e-03  2.9697660e-03 -5.7954523e-03
  8.7851668e-03 -1.6264303e-02  4.0314086e-03  1.1622102e-02
 -6.9222301e-03 -8.4753130e-03 -1.1228399e-03 -8.0567859e-03
 -6.2521477e-03  2.5158140e-03 -2.2282163e-03  5.1616365e-03
  1.9208598e-04 -3.7762823e-03 -7.2299284e-03 -8.9829965e-03
 -1.5931034e-04  7.2545377e-03 -1.0600280e-03 -1.2619382e-03
 -3.8801276e-03  4.8546516e-03 -6.7892629e-03 -5.4199998e-03
 -5.4604155e-03  4.7352822e-03  8.3877863e-03 -1.1697636e-03
  3.4958206e-03 -1.1956445e-02 -5.1657190e-03  1.1067998e-02
  8.0129374e-03 -2.6641062e-03  9.9707242e-05 -5.2518160e-03
  3.6670705e-03 -2.4149453e-03 -6.6049788e-03 -5.5048526e-03
  1.2076006e-02 -1.2330887e-03 -3.2219142e-03 -3.2173179e-03
  1.0734587e-02  4.6016010e-03  7.1054460e-03 -8.9182677e-03
  3.4927253e-03  2.5852302e-03 -9.2794029e-03  8.2288878e-03
 -2.3543972e-03 -1.0786748e-03 -1.2271296e-03  2.7114616e-03
  2.7172000e-03 -5.2882698e-03 -9.1491611e-04  3.6280069e-03
 -2.3391016e-03  1.0271109e-02  2.7414837e-03  1.3497534e-03
 -1.3594535e-02  7.2917589e-03 -7.9571074e-03  9.7251823e-03
  7.0866733e-03 -2.7227995e-03  1.0627589e-02  9.8717203e-03
 -2.3699924e-03  6.2631565e-04 -6.6545526e-03 -4.7496953e-03
 -3.2924449e-03 -2.2986501e-03 -1.0951701e-02  1.3372801e-02
 -9.5138540e-03 -3.0230160e-03  1.9658955e-03  6.8615861e-03
  7.7343029e-03  2.0860743e-03  5.2880417e-03  6.2647150e-03
  7.9303645e-03  4.7061588e-03  1.3210669e-02  2.9947169e-03
  5.4894523e-03 -4.4519273e-03  2.2277795e-03 -3.5921407e-03]",3
But what lies ahead now is not a verse or passage repeated.,"[('But', 'CC'), ('what', 'WP'), ('lies', 'NNS'), ('ahead', 'RB'), ('now', 'RB'), ('is', 'VBZ'), ('not', 'RB'), ('a', 'DT'), ('verse', 'NN'), ('or', 'CC'), ('passage', 'NN'), ('repeated.', 'VBN')]",[0. 0. 0. ... 0. 0. 0.],-0.5719,"[-0.00728104  0.01532685  0.0036984  -0.00047587  0.0080709  -0.02874125
  0.00987837  0.03275982 -0.01051509 -0.00852104 -0.00305362 -0.0259053
 -0.00350819  0.00615897  0.00829975 -0.00823297  0.00299285 -0.01336521
 -0.00491288 -0.02981342  0.01011523  0.01186072  0.00916196 -0.01008206
 -0.00340387  0.00182562 -0.00707435 -0.00619238 -0.02473623  0.00351381
  0.02627571 -0.00144556  0.00175618 -0.01522376 -0.00986462  0.01581785
  0.0104495  -0.00711986 -0.00800352 -0.02135414  0.00406508 -0.01159781
 -0.00699996  0.00074387  0.01911809 -0.00262719 -0.01335514 -0.00400267
  0.00902172  0.0067975   0.00859913 -0.00937743 -0.00372443 -0.00433926
 -0.01462136  0.00901323  0.0039548   0.00495263 -0.01395838  0.00349379
  0.00180414  0.00032375  0.00605658 -0.00554428 -0.01562624  0.01518329
  0.00683483  0.01617949 -0.0229576   0.01658125 -0.01474376  0.01163156
  0.01623276 -0.00039004  0.0172651   0.00935996 -0.00537512  0.00239758
 -0.01479319 -0.00163674 -0.00952848  0.00265094 -0.01128088  0.02333614
 -0.00299158 -0.00296381  0.00958286  0.01537954  0.01409147  0.00692227
  0.02167866  0.00878686  0.00493371  0.00226634  0.02757364  0.01134268
  0.01345355 -0.01241436 -0.00330968 -0.00459611]",12
It's an opportunity to reinstate what once was deleted.,"[(""It's"", 'PRP'), ('an', 'DT'), ('opportunity', 'NN'), ('to', 'TO'), ('reinstate', 'NN'), ('what', 'WP'), ('once', 'RB'), ('was', 'VBD'), ('deleted.', 'VBN')]",[0. 0. 0. ... 0. 0. 0.],0.4215,"[-0.00734195  0.01749313  0.0071112   0.00088396  0.01431425 -0.03098875
  0.00950448  0.03774396 -0.01363892 -0.01425232 -0.00562643 -0.02473625
 -0.00298818  0.00955817  0.00960655 -0.01124933  0.00383133 -0.01103358
 -0.00754925 -0.03187144  0.00754395  0.01066227  0.01114865 -0.01134497
 -0.00103205  0.00082302 -0.00927466 -0.00604436 -0.02213655  0.00235074
  0.0262975  -0.00048673 -0.00356522 -0.01846717 -0.00844236  0.01856703
  0.0117786  -0.00578893 -0.00656659 -0.02278555  0.00568832 -0.01266879
 -0.00962251  0.00186195  0.0185666  -0.00514795 -0.01228234 -0.00623007
  0.01422635  0.01252559  0.0098784  -0.01238349 -0.00163892 -0.00517585
 -0.0141773   0.01089666  0.00527745  0.00507729 -0.01606108  0.00725382
  0.00258225  0.00282407  0.00791191 -0.00669216 -0.01682407  0.01747433
  0.009209    0.01399763 -0.02069482  0.02127685 -0.01308114  0.01447678
  0.01694632  0.00049082  0.01984881  0.00758633 -0.00359572  0.00371667
 -0.01154394 -0.00421944 -0.01330195  0.00666252 -0.01652503  0.02441987
 -0.00392532 -0.00357591  0.00814183  0.01193612  0.01465815  0.00621033
  0.021287    0.00954734  0.00563344 -0.00142005  0.02896441  0.01231146
  0.01782124 -0.0194809  -0.0072062  -0.00401353]",9
"What we probably have, like, little bite to eat.","[('What', 'WP'), ('we', 'PRP'), ('probably', 'RB'), ('have,', 'VB'), ('like,', 'IN'), ('little', 'JJ'), ('bite', 'NN'), ('to', 'TO'), ('eat.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.3612,"[-7.75091350e-03  1.79786943e-02  5.90574276e-03 -3.06121772e-04
  7.10046384e-03 -2.87946668e-02  1.20748021e-02  3.59224528e-02
 -1.18874349e-02 -1.03239715e-02 -5.40151959e-03 -2.40874216e-02
 -5.64999692e-03  8.36132746e-03  5.24861552e-03 -7.17254961e-03
  7.08193006e-03 -1.11148842e-02 -6.35856111e-03 -3.12115382e-02
  6.99215615e-03  1.39427744e-02  1.12534324e-02 -6.11332292e-03
  1.01378234e-03  6.54863985e-03 -8.32353812e-03 -7.47128483e-03
 -2.30108425e-02  2.20090640e-03  2.67355163e-02  3.02730966e-03
  1.37610629e-03 -1.59134194e-02 -8.25798605e-03  1.43674202e-02
  1.32937878e-02 -1.28069744e-02 -4.66689700e-03 -2.37137154e-02
  7.47883320e-03 -1.60460435e-02 -1.03234462e-02 -2.36199005e-03
  1.85686015e-02 -1.62015192e-03 -9.76785086e-03 -4.34949622e-03
  1.25359017e-02  7.24001415e-03  1.00930082e-02 -1.00329695e-02
 -1.72897545e-03 -9.84061742e-04 -1.59182213e-02  1.20496405e-02
  5.70097659e-03  5.33681782e-03 -1.70184318e-02  5.15811751e-03
  1.28429441e-03  1.87603221e-03  5.81345428e-03 -8.32334440e-03
 -1.25776902e-02  1.51813133e-02  9.38629732e-03  1.39907533e-02
 -2.09062416e-02  2.11682059e-02 -1.36646675e-02  1.08516496e-02
  1.68250464e-02  2.25602300e-03  2.09283624e-02  7.05586188e-03
 -5.10213686e-05 -3.85723222e-04 -1.02690775e-02 -1.17021345e-03
 -1.04319816e-02  4.76688752e-03 -1.05867721e-02  2.12870464e-02
 -7.89070409e-03 -4.12340369e-03  8.45968258e-03  1.35621242e-02
  1.48198055e-02  3.56771308e-03  2.34526321e-02  8.58931988e-03
  4.61082300e-03 -2.83007859e-04  2.67154239e-02  1.00486698e-02
  1.25127742e-02 -1.58370137e-02 -3.09853349e-03 -5.36541920e-03]",9
Shelter's looking awesome.,"[(""Shelter's"", 'NN'), ('looking', 'VBG'), ('awesome.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.6249,"[-4.6840077e-03 -9.6859393e-04  1.0756718e-03 -5.7960860e-03
  3.3071898e-03 -1.0301710e-02 -3.0581756e-03  7.5747506e-03
 -7.5191277e-04 -8.9629553e-03 -2.8839714e-03 -2.3362283e-03
  8.4824707e-05  2.4860164e-03 -8.3591044e-04  3.4555804e-03
  1.3005377e-03 -3.7075012e-04 -3.1036293e-04 -9.4399499e-03
  4.5541902e-03  2.5847205e-03 -1.7612193e-03 -5.7582315e-03
  6.6500953e-03  2.4087385e-04 -2.4577514e-03 -4.8310068e-03
 -8.4678000e-03 -6.0128974e-04  3.1331719e-03  7.0674933e-04
 -3.0287167e-03 -1.2072605e-02 -3.5788331e-03  6.4012590e-03
  1.7190984e-03 -9.4855502e-03  2.0285757e-05 -7.4254200e-03
  3.9026808e-04 -7.7090011e-04 -7.3322625e-04  2.1194399e-03
  1.1582146e-02  1.2588283e-03 -1.9757445e-03  3.8539292e-05
  2.2994301e-03 -6.9806009e-04  2.7406754e-03 -1.2895667e-04
  5.1021143e-03 -1.2137374e-03 -3.2133211e-03 -2.7618308e-03
 -1.9542763e-03  5.0080521e-03  2.2591746e-03 -1.1880371e-03
  3.0836544e-03 -3.5099729e-03  1.1743339e-03  2.7046993e-03
 -6.0272557e-03  6.6750986e-03  9.4199693e-04  6.3273516e-03
  1.0091941e-03  1.0492557e-02 -5.4922192e-03  3.9398582e-03
  3.3044796e-03 -3.9557116e-03  7.5388942e-03  4.8869359e-03
  1.1003993e-03 -6.0921623e-03 -4.1700648e-03 -4.0707458e-03
 -5.3069382e-03  1.3439603e-03 -2.3985677e-03  1.2394371e-02
 -2.1353257e-03 -1.4380891e-03 -2.5444084e-03  3.8675757e-03
  4.1230647e-03  3.0247997e-03  5.0913473e-03 -1.2993015e-03
  6.7159818e-03 -1.8264315e-03  6.3039493e-03 -1.3037921e-03
 -1.2939962e-03 -5.0004842e-03 -2.0732749e-03 -3.9844657e-03]",3
"I think tonight we'll, like, eat something.","[('I', 'PRP'), ('think', 'NN'), ('tonight', 'NN'), (""we'll,"", 'PRP'), ('like,', 'IN'), ('eat', 'NN'), ('something.', 'NN')]",[0. 0. 0. ... 0. 0. 0.],0.3612,"[-0.00320548  0.01568797  0.00243337  0.00157442  0.00885963 -0.02615207
  0.0127735   0.02906197 -0.01409576 -0.00954492 -0.00248592 -0.02317566
 -0.00320178  0.00749014  0.00445292 -0.00833005  0.0023899  -0.01129746
 -0.00294195 -0.03046818  0.01086234  0.00729276  0.00674877 -0.00879792
 -0.00473451  0.0028771  -0.00623715 -0.00622577 -0.01882168  0.00077798
  0.01948875 -0.001468    0.00136237 -0.01418064 -0.00551693  0.01786937
  0.01333562 -0.00538124 -0.00618667 -0.01919767  0.00751347 -0.01128712
 -0.00764847  0.00278486  0.01609732 -0.003593   -0.01056113 -0.00470038
  0.01345249  0.00870324  0.00913404 -0.00810693  0.00076794 -0.00237512
 -0.0073599   0.00727484  0.00284061  0.0005491  -0.01403031  0.00605381
  0.0013837   0.00230096  0.00569364 -0.00285584 -0.01004124  0.01398642
  0.00737332  0.01557253 -0.01731385  0.01639502 -0.01285554  0.0107334
  0.01170878  0.00327021  0.02126173  0.00593936  0.00362925  0.00195014
 -0.00813373 -0.00237042 -0.01127439  0.00342999 -0.01062234  0.01733569
 -0.00488497 -0.00517111  0.0087262   0.01209359  0.01257099  0.0076176
  0.01730252  0.00990483  0.00505216  0.0023844   0.02237119  0.0095185
  0.01166116 -0.01435583  0.00187564 -0.00248847]",7
We'll sleep well.,"[(""We'll"", 'PRP'), ('sleep', 'NN'), ('well.', 'RB')]",[0. 0. 0. ... 0. 0. 0.],0.2732,"[-5.44976955e-03  8.63667671e-03 -1.51304470e-03  1.36740645e-03
  6.41710544e-03 -7.56034628e-03  8.79780622e-04 -5.87794057e-04
 -5.11211948e-03 -3.02500371e-03  3.80621222e-03 -1.67841103e-03
  1.64432556e-03  5.47303446e-03  2.50051427e-03  7.55934918e-04
 -7.79330439e-04 -4.05509444e-03 -5.77591220e-03  2.49329256e-04
  8.77318307e-05  2.73296260e-03  1.61574536e-03  5.08125115e-04
  3.61576327e-03  7.29785592e-04 -7.01863365e-03  6.02076121e-04
 -2.02590320e-03  4.57874127e-03  6.67465711e-03  1.46475213e-03
  7.47801131e-03  3.42893094e-04 -8.01977515e-03  1.76280376e-03
  1.37789489e-03 -3.00440076e-03  9.42113053e-04  7.66905723e-04
  1.65862078e-03 -1.60179753e-03  1.15348503e-03  1.91021606e-03
  1.90411007e-03  1.21035766e-04 -6.24481530e-04  5.15546044e-03
  1.10950344e-03  5.93876606e-03  4.53598099e-03 -3.14182672e-03
  8.70527525e-04 -9.91088571e-04 -3.91128659e-03  3.25832330e-03
  4.06515086e-03  4.52236878e-03 -2.21946486e-03  2.92489375e-03
  5.35818050e-03  5.56524610e-03  3.93276429e-03 -2.48496956e-03
 -1.82873197e-03 -2.24308879e-03  5.58063574e-03  1.84784771e-03
 -6.25843927e-03  1.03889999e-03 -6.87412918e-04 -7.95041851e-04
  2.63722218e-03 -5.97063825e-03  1.73178467e-03 -5.58803370e-03
 -4.55817021e-03  4.30786563e-03  8.29493161e-04 -4.84383520e-04
  2.77408678e-03 -5.45764342e-05 -6.22424902e-03  6.91251969e-03
  1.40060112e-03 -3.60624329e-03 -3.12968274e-03  8.48189593e-05
  1.37664110e-03 -1.32090959e-03  3.34232929e-03  1.28782669e-03
  3.45443026e-03  1.32953434e-03  2.78359000e-03  5.08336816e-04
  4.09749016e-04  7.03524100e-03 -2.55648070e-03 -1.00027421e-03]",3
