Start Time,End Time,Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
"00:20:51,000","00:20:54,000",Ik denk dat wij sowieso top drie.,Ik denk dat wij sowieso top drie.,I think we're top three anyway.,neutral,pride,happiness,neutral
"00:20:54,000","00:20:55,000",Dat we dat wel gaan redden.,Dat we dat wel gaan redden.,That we will make it.,neutral,optimism,happiness,happiness
"00:20:55,000","00:20:57,000",Dat we niet als eerste gepakt worden.,Dat we niet als eerste gepakt worden.,That we won't be caught first.,fear,hope,happiness,fear
"00:20:57,000","00:20:59,000","Maar goed, dit staat vaarlijk uit.","Maar goed, dit ziet er gevaarlijk uit.","Anyway, this looks dangerous.",fear,fear,fear,fear
"00:20:59,000","00:21:00,000",Heel gevaarlijk.,Heel gevaarlijk.,Very dangerous.,neutral,fear,fear,neutral
"00:21:01,000","00:21:02,000",Wat gaan we doen?,Wat gaan we doen?,What do we do?,neutral,confusion,sadness,sadness
"00:21:02,000","00:21:03,000",Jij wilt plassen.,Jij wilt plassen.,You want to pee.,neutral,neutral,neutral,neutral
"00:21:03,000","00:21:04,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:21:04,000","00:21:05,000",Maar we willen ook een slaapplek.,Maar we willen ook een slaapplek.,But we also want a place to sleep.,neutral,desire,happiness,neutral
"00:21:05,000","00:21:06,000",En we willen ook nog pinnen.,En we willen ook nog pinnen.,And we also want to pay by card.,neutral,desire,happiness,neutral
"00:21:06,000","00:21:08,000",Ik denk dat Linda en ik best wel op één level zitten.,Ik denk dat Linda en ik best wel op één level zitten.,I think Linda and I are quite on the same level.,neutral,approval,happiness,happiness
"00:21:08,000","00:21:10,000",We moeten gewoon naar elkaar luisteren.,We moeten gewoon naar elkaar luisteren.,We just have to listen to each other.,neutral,approval,happiness,neutral
"00:21:10,000","00:21:12,000",En ik denk niet dat er een leider is en een volger.,En ik denk niet dat er een leider is en een volger.,And I don't think there is a leader and a follower.,neutral,realization,surprise,surprise
"00:21:12,000","00:21:13,000",Je doet dit samen.,Je doet dit samen.,You do this together.,neutral,approval,happiness,neutral
"00:21:13,000","00:21:16,000",En ik denk dat we staan open voor elkaars mening.,En ik denk dat we staan open voor elkaars mening.,And I think we are open to each other's opinions.,neutral,approval,happiness,neutral
"00:21:16,000","00:21:17,000",Elkaars ideeën.,Elkaars ideeën.,Each other's ideas.,neutral,approval,happiness,neutral
"00:21:17,000","00:21:19,000",En de dynamiek tussen ons.,En de dynamiek tussen ons.,And the dynamics between us.,surprise,admiration,happiness,happiness
"00:21:19,000","00:21:21,000",Wij hebben gewoon altijd heel veel plezier met elkaar.,Wij hebben gewoon altijd heel veel plezier met elkaar.,We just always have a lot of fun together.,neutral,joy,happiness,happiness
"00:21:21,000","00:21:23,000",We moeten nu gewoon ergens gaan pinnen.,We moeten nu gewoon ergens gaan pinnen.,We just have to go somewhere now.,neutral,desire,happiness,happiness
"00:21:23,000","00:21:24,000","Ja, oké.","Ja, oké.","Oh, alright.",neutral,neutral,neutral,neutral
"00:21:24,000","00:21:25,000",Nu.,Nu.,Not.,neutral,disapproval,disgust,neutral
"00:21:25,000","00:21:26,000",Nou.,Nou.,We.,neutral,neutral,neutral,neutral
"00:21:26,000","00:21:27,000",Met een auto.,Met een auto.,With a car.,neutral,neutral,neutral,neutral
"00:21:27,000","00:21:28,000",We hebben sowieso geen geld.,We hebben sowieso geen geld.,We have no money anyway.,neutral,disappointment,sadness,sadness
"00:21:28,000","00:21:31,000",We willen sowieso gebruik maken van het netwerk van ons eigen netwerk.,We willen sowieso gebruik maken van het netwerk van ons eigen netwerk.,"In any case, we want to use our own network.",neutral,desire,happiness,neutral
"00:21:31,000","00:21:35,000",Dus we willen eigenlijk niet rechtstreeks bij vrienden of familie aankloppen.,Dus we willen eigenlijk niet rechtstreeks bij vrienden of familie aankloppen.,So we don't actually want to contact friends or family directly.,neutral,disapproval,disgust,neutral
"00:21:35,000","00:21:38,000","Ja, dan is het wel de uitdaging om onze sporen natuurlijk weer te wissen.","Ja, dan is het wel de uitdaging om onze sporen natuurlijk weer te wissen.","Yes, then the challenge is of course to erase our tracks.",fear,determination,neutral,neutral
"00:21:38,000","00:21:39,000",Uberhaupt geen sporen achterlaten.,Uberhaupt geen sporen achterlaten.,Don't leave any traces at all.,fear,fear,fear,fear
"00:21:39,000","00:21:41,000",Dat is het belangrijkste.,Dat is het belangrijkste.,That is the most important.,neutral,realization,surprise,neutral
"00:21:41,000","00:21:42,000",Mag ik u wat vragen?,Mag ik u wat vragen?,Can I ask you something?,neutral,curiosity,neutral,neutral
"00:21:42,000","00:21:43,000",Wij vlucht.,Wij vluchten.,We flee.,fear,fear,fear,fear
"00:21:43,000","00:21:45,000","Wij hebben geen telefoon, geen portemonnee.","Wij hebben geen telefoon, geen portemonnee.","We have no phone, no wallet.",neutral,disappointment,sadness,sadness
"00:11:08,000","00:11:11,000","En vergeet niet, Big Brother is always watching you.","En vergeet niet, Big Brother is always watching you.","En vergeet niet, Big Brother is always watching you.",Neutral,nervousness,fear,neutral
"00:11:12,000","00:11:13,000",Oké.,Oké.,Okay.,Neutral,neutral,neutral,neutral
"00:11:13,000","00:11:16,000",Een heel groot applaus voor Ashley.,Een heel groot applaus voor Ashley.,A very big round of applause for Ashley.,Happiness,admiration,happiness,happiness
"00:11:27,000","00:11:28,000","O, my God.","O, my God.","O, my God.",Surprise,surprise,surprise,surprise
"00:11:30,000","00:11:32,000","O, my fucking God.","O, my fucking God.","O, my fucking God.",Anger,surprise,surprise,surprise
"00:11:33,000","00:11:35,000","O, wat is dit? Gaaf.","O, wat is dit? Gaaf.","Oh, what is this? Great.",Happiness,surprise,surprise,surprise
"00:11:42,000","00:11:46,000",Maar ik moet toch niet alleen zijn? Dat wil ik niet.,Maar ik moet toch niet alleen zijn? Dat wil ik niet.,"But I shouldn't be alone, right? I do not want that.",Fear ,fear,fear,fear
"00:11:47,000","00:11:50,000","Ah, nee. Ik kan niet alleen zijn.","Ah, nee. Ik kan niet alleen zijn.","Oh, no. I can't be alone.",Fear ,fear,fear,fear
"00:11:50,000","00:11:52,000",Ik moet toch niet alleen zijn?,Ik moet toch niet alleen zijn?,"I shouldn't be alone, right?",Sadness,fear,fear,fear
"00:11:53,000","00:11:55,000",Ik moet toch niet alleen zijn?,Ik moet toch niet alleen zijn?,"I shouldn't be alone, right?",Sadness,fear,fear,fear
"00:11:55,000","00:11:58,000","Ah, nee. Ik kan niet koken.","Ah, nee. Ik kan niet koken.","Oh, no. I can not cook.",Sadness,disappointment,sadness,sadness
"00:11:58,000","00:12:00,000","Ik ga hier alleen moeten zijn, hè.","Ik ga hier alleen moeten zijn, hè.","I'm going to have to be alone here, aren't I?",Sadness,fear,fear,fear
"00:12:02,000","00:12:06,000","O, ik ga hier alleen moeten zijn en iedereen gaat gewoon...","O, ik ga hier alleen moeten zijn en iedereen gaat gewoon...","Oh, I'm going to have to be alone here and everyone's just going to...",Sadness,fear,fear,fear
"00:12:06,000","00:12:09,000",samen zijn en ik niet.,samen zijn en ik niet.,are together and I'm not.,Sadness,sadness,sadness,sadness
"00:12:11,000","00:12:13,000","O, my God.","O, my God.","O, my God.",Neutral,surprise,surprise,surprise
"00:12:17,000","00:12:20,000",Zeven plus twee is 51.,Zeven plus twee is 51.,Seven plus two is 51.,Surprise,confusion,sadness,surprise
"00:12:20,000","00:12:23,000",Ik moet sowieso iets gaan kraken en ik ben al zo lam.,Ik moet sowieso iets gaan kraken en ik ben al zo lam.,I have to crack something anyway and I'm already so lame.,Disgust,disappointment,sadness,sadness
"00:12:23,000","00:12:24,000",Ik kan dat niet.,Ik kan dat niet.,I can not do that.,Sadness,disappointment,sadness,sadness
"00:12:24,000","00:12:28,000",En dan ga ik nooit aan die andere kant van het huis kunnen zitten.,En dan ga ik nooit aan die andere kant van het huis kunnen zitten.,And then I'll never be able to sit on the other side of the house.,Sadness,disappointment,sadness,sadness
"00:12:28,000","00:12:33,000",Dan hebben die al fijn allemaal een band en moet ik als een...,Dan hebben die al fijn allemaal een band en moet ik als een...,Then they all have a nice bond and I have to...,Sadness,sadness,sadness,sadness
"00:12:33,000","00:12:36,000","Biëllo. Hé, ik ben Ronnie.","Biëllo. Hé, ik ben Ronnie.","Biello. Hey, I'm Ronnie.",Neutral,neutral,neutral,neutral
"00:12:36,000","00:12:38,000",Ik ken jullie niet.,Ik ken jullie niet.,I don't know you.,Surprise,confusion,sadness,sadness
"00:12:40,000","00:12:42,000",Ik had een hint. Die mocht ik met iemand delen.,Ik had een hint. Die mocht ik met iemand delen.,I had a hint. I could share that with someone.,Surprise,curiosity,neutral,neutral
"00:12:42,000","00:12:45,000",Nu mag ik het gewoon nog roepen.,Nu mag ik het gewoon nog roepen.,Now I can just shout it.,Happiness,excitement,happiness,happiness
"00:12:45,000","00:12:47,000",Kijk diep in de ogen.,Kijk diep in de ogen.,Look deep into the eyes.,Neutral,curiosity,neutral,neutral
"00:12:48,000","00:12:50,000",Diep in de ogen.,Diep in de ogen.,Deep in the eyes.,Neutral,curiosity,neutral,neutral
"00:12:50,000","00:12:52,000","O, wacht.","O, wacht.","Oh, wait.",Surprise,surprise,surprise,surprise
"00:12:54,000","00:12:56,000",Moet ik hier iets mee?,Moet ik hier iets mee?,Should I do something about this?,Neutral,confusion,sadness,sadness
"00:12:58,000","00:13:00,000",Kom maar.,Kom maar.,come on,Neutral,neutral,neutral,neutral
"00:13:00,000","00:13:04,000","Als ik nou zo naar jou kijk, herken je mij dan?","Als ik nou zo naar jou kijk, herken je mij dan?","If I look at you like that, do you recognize me?",Surprise,curiosity,neutral,neutral
"00:13:05,000","00:13:07,000",Doet dat iets?,Doet dat iets?,Does that do anything?,Neutral,curiosity,neutral,neutral
"00:13:09,000","00:13:11,000",Ik weet het niet.,Ik weet het niet.,Don't know.,Neutral,confusion,sadness,sadness
"00:13:13,000","00:13:15,000",We gaan door naar twee nieuwe bewoners.,We gaan door naar twee nieuwe bewoners.,We move on to two new residents.,Neutral,neutral,neutral,neutral
"00:13:16,000","00:13:18,000","Ze is 19 jaar, komt uit Groningen, Nederland.","Ze is 19 jaar, komt uit Groningen, Nederland.","She is 19 years old and comes from Groningen, the Netherlands.",Neutral,neutral,neutral,neutral
"00:13:18,000","00:13:22,000",En haar grootste uitdaging is dat ze haar opa en oma zo'n tijd moet missen.,En haar grootste uitdaging is dat ze haar opa en oma zo'n tijd moet missen.,And her biggest challenge is that she has to miss her grandparents for so long.,Sadness,sadness,sadness,sadness
"00:13:22,000","00:13:25,000",Ze wil zich het liefst ombrengen met alleen maar eerlijke bewoners...,Ze wil zich het liefst ombrengen met alleen maar eerlijke bewoners...,She would prefer to kill herself with only honest residents...,Anger,desire,happiness,happiness
"00:13:25,000","00:13:28,000",en gaat daarom geen enkele confrontatie uit de weg.,en gaat daarom geen enkele confrontatie uit de weg.,and therefore does not avoid any confrontation.,Anger,determination,neutral,neutral
"00:13:28,000","00:13:30,000",Give it up for Alice.,Give it up for Alice.,Give it up for Alice.,Happiness,admiration,happiness,happiness
"00:13:34,000","00:13:36,000",Hallo.,Hallo.,Hallo.,Happiness,neutral,neutral,neutral
"00:13:36,000","00:13:37,000",Mijn huistaart. Welkom.,Mijn huistaart. Welkom.,My house cake. Welcome.,Happiness,amusement,happiness,happiness
"00:13:37,000","00:13:39,000","En hij komt uit Drongen, Vlaanderen.","En hij komt uit Drongen, Vlaanderen.","And he comes from Drongen, Flanders.",Surprise,neutral,neutral,neutral
"00:13:40,000","00:13:43,000","Is 23 jaar, besloot ooit het roer totaal om te gooien...","Is 23 jaar, besloot ooit het roer totaal om te gooien...","Is 23 years old, once decided to completely change course...",Neutral,admiration,happiness,happiness
"00:13:43,000","00:13:46,000",en viel daarmee maar liefst 40 kilo af.,en viel daarmee maar liefst 40 kilo af.,and lost no less than 40 kilos.,Happiness,admiration,happiness,happiness
"00:13:46,000","00:13:49,000","Hij heeft een aantal tatoeages, waaronder één met de tekst...","Hij heeft een aantal tatoeages, waaronder één met de tekst...","He has a number of tattoos, including one that reads...",Neutral,curiosity,neutral,neutral
"00:58:51,000","00:58:53,000",en continu een lead-in krijgen.,en continu een lead-in krijgen.,and continuously get a lead-in.,neutral,determination,neutral,neutral
"00:58:53,000","00:58:56,000",Stapelen om zekerheid te krijgen waar ze kunnen zitten.,Stapelen om zekerheid te krijgen waar ze kunnen zitten.,Stacking to ensure where they can sit.,neutral,determination,neutral,neutral
"00:58:58,000","00:59:00,000",We moeten gewoon doorgaan.,We moeten gewoon doorgaan.,We just have to keep going.,neutral,determination,neutral,neutral
"00:00:00,000","00:00:10,000",??,??,,neutral,,neutral,neutral
"00:00:10,000","00:00:20,000",??,??,,neutral,,neutral,neutral
"00:00:20,000","00:00:28,000",??,??,,neutral,,neutral,neutral
"00:00:28,000","00:00:30,000",Whoa.,Whoa.,Whoa.,surprise,surprise,surprise,surprise
"00:00:30,000","00:00:32,000",Ah!,Ah!,Ah!,surprise,surprise,surprise,surprise
"00:00:32,000","00:00:35,000",??,??,,neutral,,neutral,neutral
"00:00:35,000","00:00:37,000",Ah!,Ah!,Ah!,surprise,surprise,surprise,surprise
"00:00:37,000","00:00:40,000","Oh, my God.","Oh, my God.","Oh, my God.",surprise,surprise,surprise,surprise
"00:00:40,000","00:00:45,000",??,??,,neutral,,neutral,neutral
"00:00:45,000","00:00:48,000","Oh, die keuken is zo mooi.","Oh, die keuken is zo mooi.","Oh, that kitchen is so beautiful.",happiness,admiration,happiness,happiness
"00:00:49,000","00:00:52,000","Ah, ik moet hier eens kijken.","Ah, ik moet hier eens kijken.","Ah, I have to check this out.",surprise,curiosity,neutral,neutral
"00:00:52,000","00:00:54,000","Oh, jee.","Oh, jee.","Oh, dear.",disgust,surprise,surprise,surprise
"00:00:54,000","00:00:57,000",Ik kan dat niet iedere dag kwark eten.,Ik kan niet iedere dag kwark eten.,I can't eat cottage cheese every day.,disgust,disgust,disgust,disgust
"00:00:57,000","00:01:01,000",Waar is het kebab? Waar zijn de frietjes?,Waar is de kebab? Waar zijn de frietjes?,Where's the kebab? Where are the fries?,anger,desire,happiness,anger
"00:01:01,000","00:01:04,000",Waar zijn de lekkere broodjes?,Waar zijn de lekkere broodjes?,Where are the tasty sandwiches?,anger,desire,happiness,anger
"00:01:05,000","00:01:07,000",Er is gewoon niks.,Er is gewoon niets.,There's just nothing.,neutral,disappointment,sadness,sadness
"00:01:08,000","00:01:10,000",Gaan we verder kijken?,Gaan we verder kijken?,Shall we look further?,neutral,curiosity,neutral,neutral
"00:01:10,000","00:01:13,000","Oh, ik ben zo enthousiast.","Oh, ik ben zo enthousiast.","Oh, I'm so excited.",happiness,excitement,happiness,happiness
"00:01:13,000","00:01:16,000","Oh, my God, de dagboekkamer.","Oh, mijn God, de dagboekkamer.","Oh, my God, the diary room.",surprise,surprise,surprise,surprise
"00:01:18,000","00:01:20,000","Ah, what the fuck?","Ah, what the fuck?","Ah, what the fuck?",anger,confusion,sadness,surprise
"00:01:20,000","00:01:22,000",Wat is dat hier?,Wat is dat hier?,What is that here?,surprise,curiosity,neutral,surprise
"00:01:22,000","00:01:24,000",Ah.,Ah.,Ah.,neutral,neutral,neutral,neutral
"00:01:24,000","00:01:26,000","Dat gaat belangrijk zijn, dit.",Dit gaat belangrijk zijn.,This is going to be important.,neutral,realization,surprise,neutral
"00:01:26,000","00:01:29,000",En er staat bij afblijven.,En er staat 'afblijven' bij.,And it says 'keep your hands off'.,neutral,surprise,surprise,neutral
"00:01:31,000","00:01:34,000","O, ik wil de slaapkamer zien.","Oh, ik wil de slaapkamer zien.","Oh, I want to see the bedroom.",happiness,desire,happiness,neutral
"00:01:39,000","00:01:41,000",Hier staat het gaat.,Hier staat het geld.,This is where the money is.,neutral,realization,surprise,neutral
"00:01:42,000","00:01:44,000",Honderdduizend.,Honderdduizend.,Hundred thousand.,neutral,surprise,surprise,neutral
"00:01:44,000","00:01:46,000",Oké.,Oké.,Okay.,neutral,neutral,neutral,neutral
"00:01:46,000","00:01:48,000",Hmm.,Hmm.,Hmm.,neutral,neutral,neutral,neutral
"00:01:48,000","00:01:50,000","Daar mag niks van afgaan, hè.","Daar mag niets van afgaan, hè.","Nothing should detract from that, right?",neutral,approval,happiness,neutral
"00:01:50,000","00:01:53,000","Hier gaan we dus allemaal eten, of wat?","Hier gaan we dus allemaal eten, of wat?","So this is where we're all going to eat, or what?",neutral,curiosity,neutral,neutral
