Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"00:43:04,000","00:43:06,000",We're such a nice group of people.,We're such a nice group of people.,We're such a nice group of people.,happiness,mild
"00:43:06,000","00:43:08,000",I really love this tribe.,I really love this tribe.,I really love this tribe.,neutral,moderate
"00:43:08,000","00:43:09,000",It's got such a good vibe.,It's got such a good vibe.,It's got such a good vibe.,happiness,moderate
"00:43:09,000","00:43:11,000",You love every single one of them?,You love every single one of them?,You love every single one of them?,surprise,mild
"00:43:11,000","00:43:13,000","Yeah, definitely, for sure.","Yeah, definitely, for sure.","Yeah, definitely, for sure.",neutral,moderate
"00:43:13,000","00:43:13,000",I do.,I do.,I do.,neutral,moderate
"00:43:14,000","00:43:15,000",I don't believe you.,I don't believe you.,I don't believe you.,neutral,neutral
"00:43:17,000","00:43:18,000",I do.,I do.,I do.,neutral,neutral
"00:43:18,000","00:43:19,000",I really do.,I really do.,I really do.,neutral,neutral
"00:43:19,000","00:43:22,000",We're all different and I really am so stoked with this tribe.,We're all different and I really am so stoked with this tribe.,We're all different and I really am so stoked with this tribe.,happiness,moderate
"00:43:26,000","00:43:29,000","Shannon, does everyone bring something to the table in this tribe?","Shannon, does everyone bring something to the table in this tribe?","Shannon, does everyone bring something to the table in this tribe?",surprise,mild
"00:43:30,000","00:43:31,000","Yeah, absolutely.","Yeah, absolutely.","Yeah, absolutely.",happiness,moderate
"00:43:31,000","00:43:33,000","I mean, everyone definitely has their own strengths","I mean, everyone definitely has their own strengths","I mean, everyone definitely has their own strengths",happiness,moderate
"00:43:33,000","00:43:36,000",and we're only just starting to see that on day one.,and we're only just starting to see that on day one.,and we're only just starting to see that on day one.,happiness,mild
"00:43:36,000","00:43:39,000",It's like the worst thing in the world to be here,It's like the worst thing in the world to be here,It's like the worst thing in the world to be here,sadness,moderate
"00:43:39,000","00:43:42,000",and to have to get rid of one of us when we've only just got started.,and to have to get rid of one of us when we've only just got started.,and to have to get rid of one of us when we've only just got started.,sadness,moderate
"00:43:42,000","00:43:44,000","I mean, it really, really hits you.","I mean, it really, really hits you.","I mean, it really, really hits you.",surprise,moderate
"00:43:45,000","00:43:46,000","Can you imagine how the opposition tribe,","Can you imagine how the opposition tribe,","Can you imagine how the opposition tribe,",surprise,mild
"00:43:46,000","00:43:49,000","the perhaps winning tribe, must be feeling right now?","the perhaps winning tribe, must be feeling right now?","the perhaps winning tribe, must be feeling right now?",surprise,mild
"00:43:49,000","00:43:50,000",They had to do the same thing.,They had to do the same thing.,They had to do the same thing.,neutral,neutral
"00:43:51,000","00:43:54,000","Yeah, but I don't think too kindly of them at the moment.","Yeah, but I don't think too kindly of them at the moment.","Yeah, but I don't think too kindly of them at the moment.",anger,moderate
"00:43:54,000","00:43:56,000",So I'm not too worried about that.,So I'm not too worried about that.,So I'm not too worried about that.,neutral,neutral
"00:43:56,000","00:43:57,000",Why is that?,Why is that?,Why is that?,surprise,mild
"00:43:57,000","00:43:58,000","Oh, just the start.","Oh, just the start.","Oh, just the start.",neutral,neutral
"00:43:58,000","00:44:02,000","I mean, I didn't realise it was heroes versus villains from day one.","I mean, I didn't realise it was heroes versus villains from day one.","I mean, I didn't realise it was heroes versus villains from day one.",surprise,moderate
"00:44:04,000","00:44:06,000",Now we know what game we're playing.,Now we know what game we're playing.,Now we know what game we're playing.,surprise,moderate
"00:44:08,000","00:44:09,000",This is Survivor.,This is Survivor.,This is Survivor.,neutral,neutral
"00:44:09,000","00:44:10,000",Anything goes.,Anything goes.,Anything goes.,neutral,neutral
"00:44:14,000","00:44:17,000","Dee, you came out of the blocks firing,","Dee, you came out of the blocks firing,","Dee, you came out of the blocks firing,",happiness,mild
"00:44:18,000","00:44:20,000",being more than happy to label yourself as the villain.,being more than happy to label yourself as the villain.,being more than happy to label yourself as the villain.,happiness,moderate
"00:44:20,000","00:44:22,000",How's your tribe reacted to that?,How's your tribe reacted to that?,How's your tribe reacted to that?,surprise,mild
"00:44:23,000","00:44:25,000",I'm not sure that I labelled myself a villain.,I'm not sure that I labelled myself a villain.,I'm not sure that I labelled myself a villain.,surprise,mild
"00:44:25,000","00:44:27,000","You asked the question,","You asked the question,","You asked the question,",neutral,neutral
"00:44:27,000","00:44:30,000","if it would mean that you would succeed,","if it would mean that you would succeed,","if it would mean that you would succeed,",surprise,mild
"00:44:30,000","00:44:32,000",would anyone be happy being the villain?,would anyone be happy being the villain?,would anyone be happy being the villain?,surprise,mild
"00:44:33,000","00:44:37,000","I said, if and maybe and succeed, I said, yes.","I said, if and maybe and succeed, I said, yes.","I said, if and maybe and succeed, I said, yes.",neutral,neutral
"00:44:37,000","00:44:38,000","I did not put my hand up and say,","I did not put my hand up and say,","I did not put my hand up and say,",neutral,neutral
"00:44:39,000","00:44:40,000","boom, I'm the villain.","boom, I'm the villain.","boom, I'm the villain.",surprise,moderate
"00:44:43,000","00:44:47,000",How much strategy has been going on in this tribe?,How much strategy has been going on in this tribe?,How much strategy has been going on in this tribe?,surprise,moderate
"00:44:48,000","00:44:48,000",Lee?,Lee?,Lee?,neutral,neutral
"00:44:49,000","00:44:52,000",There's definitely been some discussions going around camp.,There's definitely been some discussions going around camp.,There's definitely been some discussions going around camp.,neutral,neutral
"00:44:53,000","00:44:56,000","Just going to wait and see what transpires from all the discussions,","Just going to wait and see what transpires from all the discussions,","Just going to wait and see what transpires from all the discussions,",neutral,neutral
"00:44:56,000","00:44:57,000","I guess, that went on today.","I guess, that went on today.","I guess, that went on today.",neutral,neutral
"00:44:58,000","00:45:00,000",Does it feel like there have been some alliances formed?,Does it feel like there have been some alliances formed?,Does it feel like there have been some alliances formed?,surprise,moderate
"00:45:01,000","00:45:05,000","Oh, to some degree there might, but not obvious if there is.","Oh, to some degree there might, but not obvious if there is.","Oh, to some degree there might, but not obvious if there is.",neutral,neutral
"00:45:07,000","00:45:08,000",Is it obvious to anyone else?,Is it obvious to anyone else?,Is it obvious to anyone else?,surprise,moderate
"00:45:09,000","00:45:10,000",Dee?,Dee?,Dee?,neutral,neutral
"00:45:10,000","00:45:11,000",It's day one.,It's day one.,It's day one.,neutral,neutral
"00:45:12,000","00:45:13,000",You don't know **** on day one.,You don't know **** on day one.,You don't know **** on day one.,anger,moderate
"00:45:15,000","00:45:18,000",You made your intentions very clear right from the start.,You made your intentions very clear right from the start.,You made your intentions very clear right from the start.,anger,moderate
"00:45:18,000","00:45:19,000",How safe are you feeling?,How safe are you feeling?,How safe are you feeling?,surprise,mild
"00:45:20,000","00:45:23,000",I would hope that I don't have anything to worry about.,I would hope that I don't have anything to worry about.,I would hope that I don't have anything to worry about.,happiness,mild
"00:45:23,000","00:45:27,000",Doesn't mean that I'm not sitting here feeling my heart throbbing.,Doesn't mean that I'm not sitting here feeling my heart throbbing.,Doesn't mean that I'm not sitting here feeling my heart throbbing.,fear,moderate
"00:45:31,000","00:45:33,000","Michael, have you seen much game playing?","Michael, have you seen much game playing?","Michael, have you seen much game playing?",surprise,mild
"00:45:36,000","00:45:37,000","Yeah, there's been a bit.","Yeah, there's been a bit.","Yeah, there's been a bit.",neutral,neutral
"00:45:38,000","00:45:41,000","Just been going around while they're working, talking to each other.","Just been going around while they're working, talking to each other.","Just been going around while they're working, talking to each other.",neutral,neutral
"00:45:41,000","00:45:43,000","So, yeah.","So, yeah.","So, yeah.",neutral,neutral
"00:45:43,000","00:45:50,000","Okay, it is time to vote.","Okay, it is time to vote.","Okay, it is time to vote.",neutral,neutral
"00:45:51,000","00:45:52,000","Dee, you're up first.","Dee, you're up first.","Dee, you're up first.",neutral,neutral
"00:46:14,000","00:46:22,000","Dee, you're an awesome girl, but this is a tribe of heroes and you're a villain.","Dee, you're an awesome girl, but this is a tribe of heroes and you're a villain.","Dee, you're an awesome girl, but this is a tribe of heroes and you're a villain.",anger,intense
"00:46:36,000","00:46:37,000",I'll go tally the votes.,I'll go tally the votes.,I'll go tally the votes.,neutral,neutral
"00:46:43,000","00:46:51,000","Once the votes are read, the decision is final.","Once the votes are read, the decision is final.","Once the votes are read, the decision is final.",neutral,neutral
"00:46:51,000","00:46:54,000",The person voted out will be asked to leave the Tribal Council area immediately.,The person voted out will be asked to leave the Tribal Council area immediately.,The person voted out will be asked to leave the Tribal Council area immediately.,neutral,neutral
"00:46:55,000","00:46:56,000",I'll read the votes.,I'll read the votes.,I'll read the votes.,neutral,neutral
"00:46:59,000","00:47:00,000",First vote.,First vote.,First vote.,neutral,neutral
"00:47:01,000","00:47:01,000",Dee.,Dee.,Dee.,neutral,neutral
"00:47:04,000","00:47:05,000",Second vote.,Second vote.,Second vote.,neutral,neutral
"00:47:07,000","00:47:08,000",Dee.,Dee.,Dee.,neutral,neutral
"00:47:10,000","00:47:11,000",Third vote.,Third vote.,Third vote.,neutral,neutral
"00:47:12,000","00:47:13,000",Dee again.,Dee again.,Dee again.,neutral,neutral
"00:47:14,000","00:47:19,000",Barb.,Barb.,Barb.,neutral,neutral
"00:47:20,000","00:47:21,000","Three votes, Dee.","Three votes, Dee.","Three votes, Dee.",neutral,neutral
"00:47:21,000","00:47:22,000","One vote, Barb.","One vote, Barb.","One vote, Barb.",neutral,neutral
"00:47:27,000","00:47:27,000",Dee.,Dee.,Dee.,neutral,neutral
"00:47:29,000","00:47:30,000","Four votes, Dee.","Four votes, Dee.","Four votes, Dee.",neutral,neutral
"00:47:30,000","00:47:31,000","One vote, Barb.","One vote, Barb.","One vote, Barb.",neutral,neutral
"00:47:37,000","00:47:39,000",First person voted out of the Vimosa Tribe.,First person voted out of the Vimosa Tribe.,First person voted out of the Vimosa Tribe.,neutral,neutral
"00:47:41,000","00:47:43,000","Dee, you need to bring me your torch.","Dee, you need to bring me your torch.","Dee, you need to bring me your torch.",neutral,neutral
"00:47:44,000","00:47:56,000","Dee, the tribe has spoken.","Dee, the tribe has spoken.","Dee, the tribe has spoken.",neutral,neutral
"00:48:01,000","00:48:01,000",It's time for you to go.,It's time for you to go.,It's time for you to go.,neutral,neutral
"00:48:01,000","00:48:18,000",Day one of Survivor New Zealand and already a massive blindside.,Day one of Survivor New Zealand and already a massive blindside.,Day one of Survivor New Zealand and already a massive blindside.,surprise,intense
